location,count
خوزستان,11
Oxnard,11
Ghawr,11
צ'מפראן,11
Winterthur,11
חמילניק,11
סיינה (מחוז),11
"Thailand, Northeastern",11
Arica (Department),11
אזור ברנדון,11
Moisés Ville,11
المشرفة,11
Buddh Gaya,11
Modi'in Illit,11
Luanda (Luanda),11
סנטרל ואלי (עמק),11
Rio Grande Valley,11
Travancore,11
Ben Shemen (Moshav),11
עמק נהר הגנגס (הודו ובנגלדש),11
Sa'ar River,11
אומת הצ'רוקי,11
"Qudeirat, Tell el-",11
Binyamin Region,11
La Pampa (Province),11
Neuchatel (Canton),11
סובוטיקה,11
אגן קרבבה,11
ויסוצק,11
נוריסטן,11
Dahshûr,11
Cherokee Nation,11
בז'וזוב,11
Yaniv,11
הרי הסמוקי הגדולים (קרולינה הצפונית וטנסי),11
בקעת הירדן,11
דהשור,11
Makhtesh Gadol,11
Citta di Castello,11
Hagiorgitika Site,11
Jaen (Province),11
Great Smoky Mountains (N.C. and Tenn.),11
Parque Nacional Yasuni,11
אזור יבנה,11
Sha'ar Hagolan Site,11
מחוז סומרסט,11
אזור קרלסבד,11
אזור ריין-מיין,11
Djemila,11
חבל הלואר,11
דומברובה טרנובסקה (מחוז),11
Thanjavur (District),11
"אומה צ'יקאסו, אוקלהומה",11
Treblinka,11
القرنة,11
Binyamina-Giv'at Ada Region,11
Wenchuan Xian (Sichuan Sheng),11
ווסטרוולד,11
טנג'בור (מחוז),11
Nantucket Island,11
ينوڤ,11
טנטה,11
Oron,11
Hamilton Inlet,11
Iron Valley Region,11
Williamsport,11
Yarmukh River,11
הרי סיראי,11
קרנונטום (עיר קדומה),11
איריאן בראט,11
בומארצו,11
Larisa,11
Kfar HaHoresh,11
Bomarzo,11
פארק לאומי איל רויאל,11
שוובאך,11
עמק נהר מימברס,11
Lakhish River,11
אלטיפלאנו,11
Mimbres River Valley,11
וריה,11
יבפטוריה,11
بنيامينا-چفعات عاده,11
יער ביאלוביצ'ה (פולין ובלארוס),11
מכתש גדול,11
סנטה רוזה,11
Veii (Extinct city),11
Isle Royale National Park,11
אכדיה,11
Sevier County,11
קריית יואל,11
Sirai Mountain,11
קאזאנלק,11
איסוריה,11
לה פמפה (מחוז),11
ברנאול (מחוז אלטיסקי),11
"Baikal, Lake, Region",11
קירקלרלי,11
Bophuthatswana,11
Brzozow,11
כינרת (קבוצה),11
דיר חנא,11
ניו הרמוניה,11
ארסלנטם,11
מחוז אלמדה,11
Clifton,11
Shefar'am Region,11
El-Lahun,11
Palestrina,11
באבארייה,11
Bonin Islands,11
אוקסנרד,11
Kuruman,11
Ivory Coast,11
Pittsburgh Region,11
Tidewater (Region),11
ברז'ני,11
Thann,11
אריקה (מחוז),11
טישיויץ,11
McGuire Creek Region (McCone County),11
Tigray Kifle Hager,11
מחוז גרין,11
Tasnad,11
בודה גאיה,11
Mesa Verde National Park,11
Bet Zera,11
Korean Demilitarized Zone (Korea),11
ياهود,11
Zhongba Site,11
גבוז'דזיץ,11
מחוז ניו יורק,11
מחוז סנט לורנס,11
אוניטשה,11
כפר קרע,11
אורון,11
Asana River Valley,11
Bristol County,11
Brandon Region,11
Mazyr,11
Marlik Site,11
Subotica,11
"Chickasaw Nation, Oklahoma",11
Illinois River,11
Tel Yokne'am,11
רמת מילבאש,11
Makkabim-Re'ut,11
הרקליון,11
Bardejov,11
Radom (Voivodeship),11
ז'נבה (קנטון),11
Tsur Hadasah,11
Carlsbad Region,11
מחוז פסקוב,11
אתר לה קוינטה,11
גרביסקה (עיר קדומה),11
Klosterneuburg,11
מפרצון המילטון,11
פיאצה ארמרינה,11
نابل,11
Mascarene Islands,11
Vrindavan,11
Champaran,11
Nyanza Province,11
Beauce,11
Darlington,11
Tindari,11
Holyoke,11
איי מסקרין,11
סיגן,11
Seesen,11
Chmielnik,11
אדווה,11
ארמה,11
Berezhany,11
דרום השרון,11
אתר זונגבה,11
Gezer Site,11
Mesilla Valley,11
אזור מקגואייר קריק (מחוז מקקון),11
תל אל-ספי,11
Diyala River Region (Iran and Iraq),11
דובוסרי,11
קורק,11
Isauria,11
ליז'נסק,11
יאנגסטאון,11
פמפיליה,11
וויטנברג,11
Marseille Region,11
ברוכסאל,11
Tabrīz,11
כפר החורש,11
Millard County,11
Gortyna (Extinct city),11
Sagunto,11
Yagur Region,11
Geneva (Canton),11
סטפורד,11
منطقة الخضيرة,11
Smarhonʹ,11
San Fernando,11
טשנד,11
Pamphylia,11
Sanliurfa,11
Click here for printed catalog of incunabula,11
Hilla,11
חוחוי (מחוז),11
Biala Rawska,11
Kleve,11
Campeche (State),11
Anjuna,11
עמק מסילה,11
תלאל-פארעה,11
Netser Sereni,11
אזור לודז',11
نهلال,11
Lovasberény,11
Bolsena,11
פול ריבר,11
הרי קארקוראם,11
"Geneva, Lake (Switzerland and France)",11
פונו (מחוז),11
Ma'agan Mikha'el,11
נהר אפלצ'יקולה,11
איינדהובן,11
Lezajsk,11
Barnaul (Altaĭskiĭ kraĭ),11
Klamath Basin,11
סגונטו,11
Pine Barrens,11
New York County,11
אנג'ונה,11
דיבורג,11
מורלוס (מדינה),11
Klaipeda,11
מדבר בלק רוק,11
"Saint Helens, Mount, Region",11
Anuta Island,11
Hancock,11
Vysotsk,11
Amathus (Extinct City),11
מחוז פולטון,11
Idlib (Province),11
Cirebon (Kabupaten),11
Atacama Desert,11
"Cyprus, Northern",11
אוסזי,11
אזור ראמאללה,11
Ludlow,11
אזור פדואה,11
Lower Lusatia,11
אימוקלי,11
Saint Martin (West Indies),11
Bačka (Serbia and Hungary),11
Spanish-speaking countries,11
סלמנקה (מחוז),11
סלמה,11
בריאנסק (מחוז),11
תל סבי אביד,11
الخارجة (واحة),11
מחוזות בלטיות (רוסיה),11
רביץ' (מחוז פולין-גדול),11
אזור יוסטון,11
Galaţi,11
Ouagadougou,11
קלובוצק,11
Sedom Region,11
ווקלוז,11
تيماء,11
Jamdat Nasr Site,11
אזור הר געש ניוברי,11
Nuevo Leon (State),11
אלקסנדרוב לודז'קי,11
Tikopia,11
סן ג'ימיניאנו,11
ג'דידה,11
صبي أبيض، تل,11
וויטן,11
Hippo (Extinct city),11
קסאמנס,11
Ohio River,11
Gezer Region,11
Jericho Region,11
Nord-du-Québec,11
מאוטהאוזן,11
ריין עילי,11
Permskai︠a︡ oblastʹ,11
Topolcany,11
סקנקטדי,11
סוכטשוב,11
Vaucluse,11
סירבון (מחוז),11
חוף האוקיינוס השקט (אמריקה הדרומית),11
ארלינגטון,11
Gaziantep İli,11
דינסלקן,11
מיסיונס,11
Tel Malhata,11
אוואש אמצעי,11
זאבז'ה,11
East Timor,11
נאנג'ינג שי,11
קדאייני,11
נמקוואלנד,11
"Negev, Southern",11
אוריהולה,11
Gąbin,11
ג'אקה,11
Ifugao,11
מחוז שסטה,11
Vivarais,11
אזור האריסבורג,11
Harrisburg Region,11
Sochaczew,11
Niagara Falls (N.Y. and Ont.),11
Be'eri,11
אזור אוקלנד,11
Mezhyrichchia,11
Appalachian Trail,11
Santa Marta Range,11
Qashish Site,11
منطقة أشكلون,11
Baldwin County,11
שרלוטסויל,11
Neuhardthof,11
Luoyang Shi,11
Krzepice,11
Gura Humorului,11
Kedainiai,11
הילברסום,11
הרי וואסאץ' (יוטה ואיידהו),11
Newberry Volcano Region,11
נורדהאוזן (תורינגיה),11
Manresa,11
Racine,11
Selma,11
עמק אספניולה,11
מפלי הניאגרה,11
אידליב (מחוז),11
Vidin,11
Casentino,11
Usov,11
Oakland Region,11
קלוגה (מחוז ברסט),11
Pendle,11
מנרסה,11
Gaziantep,11
Panevezys,11
Klamath River (Or. and Calif.),11
Rhodope Mountains,11
אזור גזירה,11
טוקט (מחוז טוקט),11
כרמל,11
منطقة جبال عامل,11
Jaca,11
Carmel,11
Misiones,11
Namaqualand,11
Vārānasi Uttar Pradesh),11
בלבאו,11
Tilmen (Extinct city),11
Idfu,11
Velay,11
ארלוי,11
Cordillera Occidental,11
Alcatraz Island,11
וויווארי,11
קסטנטינו,11
איפוגאו,11
South Platte River Watershed (Colo. and Neb.),11
Abū Mīnā (Extinct city),11
Saint Helena Island,11
Pinellas County,11
Java Sea,11
מחוז בראזוס,11
Yirka,11
א-רקה,11
טורפאן דיקו,11
Arequipa,11
תל קשיש,11
Bordelais,11
Haut-Rhin,11
היפו,11
چيزر,11
Oland,11
Golden Triangle (Southeast Asia),11
קאלה,11
גומבין,11
ניסוויז',11
Eddy County,11
מחוז ווייט פיין,11
Skateholm Site,11
فريديس,11
صيدا,11
מפלי הניאגרה (ניו יורק ואונטריו),11
רסין,11
מיראט,11
סגסטה (עיר קדומה),11
"כונתילת עג'רוד, אתר",11
Darjeeling,11
סנט הלנה (אי),11
Balta,11
Liepaja,11
בוסק,11
אתר מליה,11
منطقة نهاريا,11
Papua Barat,11
Montbeliard,11
Casamance,11
ריצ'לנד,11
טופולצ'ני,11
איסטריה,11
וידין,11
Wasatch Range (Utah and Idaho),11
גונרסדורף (ניוויד),11
Lüneburg,11
Salamanca (Province),11
פארק הלאומי הרי הרוקי,11
ג'ונסטאון,11
בלקיס,11
אזור חלץ-ברור,11
נירג'האזה,11
Karpathos Island,11
Karst (Slovenia and Italy : Region),11
Xi'an (Shaanxi Sheng),11
'Amil Mountains Region,11
דרג'ילינג,11
פאוריה,11
צ'אנג מאי,11
Caceres,11
حنيتا,11
קומי (עיר קדומה),11
אומה צ'וקטאו של אוקלהומה,11
"Sabi Abyad, Tall",11
שיאן (מחוז שאנשי),11
"Nebo, Mount",11
Baltic Provinces (Russia),11
Uzbek S.S.R.,11
Nanjing Shi,11
מחוז אוקיאנה,11
הולשאו,11
דרום הולנד,11
נגב דרומי,11
בזייה,11
Vorkuta (Komi),11
Nyiregyhaza,11
Kaluszyn (Warsaw),11
Basel-Stadt,11
South Holland,11
Ramot Yissakhar,11
النقب الشمالي,11
Sabratha (Extinct city),11
Turpan Diqu,11
Krasnodarskiĭ kraĭ,11
לדלוו,11
Achaia (Roman province),11
Oceana County,11
Lynn,11
Azykh Cave,11
אזור רמת תבנין,11
Antioquia (Department),11
נהר קלמט (אורגון וקליפורניה),11
Yellow River,11
יער מחירס,11
Istria,11
Luneburg,11
Košice,11
Nordhausen (Thuringia),11
Hilversum,11
אלקטרז (אי),11
זמורה,11
White Pine County,11
Helez-Beror Region,11
Manisa Ili,11
סנט אנדרוז,11
סברה,11
Mogollon Rim,11
San Joaquin River Watershed,11
סברתה (עיר קדומה),11
Bastrop County,11
אגן היקוות נהר מיסיסיפי,11
גורה הומורה,11
Kufah,11
"חולה, אגם",11
Middle Awash,11
Saintes,11
טאלין,11
Polatsk,11
ימית,11
Peoria,11
مويزفيل,11
Calais,11
Selangor,11
לוארה,11
Hippo,11
Norrland,11
ארצות דוברות ספרדית,11
Harrison County,11
Rawicz (Województwo Wielkopolskie),11
קורדיליירה מערב,11
Stolac,11
Tibesti Mountains,11
הר געש קילאויה,11
Popayán,11
Sanchi,11
סאנצ'י,11
נובוהרד-ולינסקי,11
Dinslaken,11
Tūnat al-Jabal Site,11
Houston Region,11
Schriesheim,11
Kopaonik Mountains (Serbia and Kosovo),11
פפואה באראט,11
אזור,11
בזל-שטאדט,11
גרוס-מזריץ',11
Immokalee,11
Rocky Mountain National Park,11
אכאיה (פרובינקיה רומית),11
לוסיטניה תחתונה,11
פוניבז',11
Zabrze,11
Webster County,11
Belkis,11
Johnstown,11
מונמאוטשייר,11
دچانيا بيت,11
Niasvizh,11
الحمة,11
פנדל,11
Yangtze River Region,11
נהר אוהיו,11
Sabará,11
Apalachicola River Watershed,11
מחוז הווארד,11
בז'צלב,11
Kelme,11
פולוצק,11
אגן היקוות נהר סאן חואקין,11
Marion,11
Richland,11
עמק נהר האברו,11
מדבר אטקמה,11
נויהרדטהוף,11
בלטה,11
לוו-יאנג,11
وزان,11
קסרס,11
קליש (מחוז),11
Zamora,11
Raqqah,11
ארקיפה,11
אזור נהר יאנגצה,11
Nizzana,11
Elkab (Extinct city),11
Tulkarem,11
מדבר מערבי (אוסטרליה המערבית),11
סיינטס,11
Society Islands,11
Kuntillat Jurayyah,11
הרי רודופי,11
Crossroads,11
Kilauea Volcano,11
Wellington,11
Witten,11
Kami︠a︡nets (Brėstskai︠a︡ voblastsʹ),11
תל מלחתה,11
Orihuela,11
אורהיוב,11
Kalisz (Voivodeship),11
טילמן (עיר קדומה),11
Meerut,11
Mures River Valley (Romania and Hungary),11
Padua Region,11
Limburg (Province),11
Ulithi,11
קרוסרודס,11
הרי מנדרה (קמרון וניגריה),11
חרקוב,11
Rockford,11
Nagano-ken,11
Amona,11
איגולשטדט,11
סקיי (אי),11
"Brazil, North",11
שאלון-אן-שמפאן,11
Click here for library contact page,11
Rio Grande Watershed,11
טולמייד,11
Atlantic Coast (South America),11
Bet-Eshel,11
מעיינות תמסח,11
טומבה טו סקורו,11
Simen Mountains,11
Warwick,11
Fiji Islands,11
Harrisburg,11
Toumba tou Skourou,11
New Guinea (Territory),11
ברנדנבורג על נהר האבל,11
Dunántúl,11
Florissant Region,11
באוויט,11
סלבוניה,11
Strasshof an der Nordbahn,11
קמפטן,11
Migdal Afeq,11
Albi,11
פלה של הדקאפוליס (עיר קדומה),11
Sarābīṭ al-Khādim Site,11
בוריסוב,11
ארסי אסטאדר אכאבי,11
Markowa,11
Biwa Lake,11
רזינה,11
זאסט,11
אזור פלוריסנט,11
Slavonia,11
Soria (Province),11
Allegany County,11
מחוז אלגני (פנסילבניה),11
Former Polish Eastern Territories,11
Ankole,11
קורפוס קריסטי,11
Ras el-Kelb Cave,11
Costa del Sol,11
Przytyk,11
גבעת פלטין,11
עמק נהר סנגל,11
Châlons-sur-Marne,11
إسرائيل، الجنوب,11
"אונטריו, דרום-מערבית",11
Kaliningradskaia oblast,11
Lyubcha,11
Kalkilya,11
Northern boundary of the United States,11
לפייט,11
Hîrlău,11
Antioch in Pisidia (Extinct city),11
בולון-סור-מר,11
Ingolstadt,11
Nazareth-Tiran Mountains,11
Elam,11
אזור טוקסטלאס,11
Lilongwe,11
Soest,11
Forsyth County,11
West Florida,11
Kalmar,11
Monterey,11
אלבי,11
Baden Wurttemberg,11
מחוז רוקלנד,11
גאודה,11
אזור מצדה,11
Bedford County,11
Atchafalaya River Watershed,11
Gush Misgav,11
ז'רקי,11
סקרז'יסקו קמינה,11
פוסטבאם,11
Masada Region,11
עילם,11
Pusztavám,11
Hollywood,11
איי פיג'י,11
Sicyon (Extinct city),11
אספיריטו סנטו (מדינה),11
Kempten,11
סאו לואיס לעשות רנאהו,11
Tristan da Cunha,11
Timsakh Springs,11
אלגוי,11
קוצק,11
Andahuaylas (Province),11
Maribor,11
برعام,11
Oberschwaben,11
Memmingen,11
גבול הצפוני של ארצות הברית,11
Krems an der Donau,11
עמונה,11
החוף האטלנטי (אמריקה הדרומית),11
קונסיל בלאפס,11
Sedom Mountain,11
סנטה מריה (קאוקה),11
Västergötland,11
New Orleans Metropolitan Area,11
الشوف,11
Santa Cruz Mountains,11
אזור מטרופולי ניו אורלינס,11
North Yorkshire,11
מערב פלורידה,11
Dubrovyt︠s︡i︠a︡,11
מארקובה,11
סוריה (מחוז),11
São Luís do Maranhão,11
קוסוב,11
Zambezi River,11
Ārsī Āstedader Ākababī,11
أفيكيم,11
שטחי מזרח פולין לשעבר,11
Houston Metropolitan Area,11
Ostrow Mazowiecka,11
Nevers,11
הוליווד,11
Brandenburg an der Havel,11
Boulogne-sur-Mer,11
סודאן (אזור),11
קלקיליה,11
הריסבורג,11
רוקפורד,11
Santa Maria (Cauca),11
אנטיוכיה בפיסידיה (עיר קדומה),11
Pella of the Decapolis (Extinct city),11
מאריבור,11
تل العمارنة,11
Vercors,11
Kielce (Voivodeship),11
Kosiv,11
וורוויק,11
ברית המועצות הדרום-מערבית,11
גרייט נק,11
לובץ',11
פילזן,11
Riau (Province),11
Floyd County,11
אפיקים,11
הרלוי,11
Senegal River Valley,11
Tse'elim River,11
Gamla (Extinct city),11
גינאה החדשה (טריטוריה),11
נחל צאלים,11
אנדהואליאס (מחוז),11
ריאו (מחוז),11
شفييم,11
"Soviet Union, Northwestern",11
Tolemaide,11
לקשאדוויפ,11
Gouda,11
לוחמי הגיטאות,11
جبال النقب، جنوب,11
פשיטיק,11
קילצה (מחוז),11
Cadiz,11
Council Bluffs,11
Ramot HaShavim,11
אגן היקוות נהר ריו גרנדה,11
Denver Basin,11
Great Neck,11
Mardin Ili,11
האי טימור,11
قلقيلية,11
מרדין (מחוז),11
Kock,11
Backa (Serbia and Hungary),11
Bawit,11
יורקשייר הצפונית,11
צפון ברזיל,11
ממינגן,11
אזור מטרופולי יוסטון,11
Fakhariyah Site,11
Palatine Hill,11
Zarqa River Watershed,11
Grand Canal,11
Hanford Reach,11
פרמינגטון,11
Lafayette,11
Luquillo Mountains,11
Phaselis (Extinct city),11
Lohame Hageta'ot,11
ذمار,11
איויה,11
Ixtlán de Juárez,10
מאווי,10
Velizh,10
Aswān,10
Van Ili,10
אזור חצור,10
Azemmour,10
מחוז חרקיב,10
דוברומיל,10
Sticna,10
Naumburg (Saxony-Anhalt),10
Red Deer,10
Creswell Crags,10
Lehavim,10
אזור דורהם,10
Pfalz-Neuburg (Principality),10
Sudeten,10
Madurai (District),10
מדיירה,10
רולנדיה,10
Brantford,10
Stockholm Region,10
מרצ'ינקנץ,10
סטיצ'נה,10
Qaṣr al-Kabīr (Larache),10
Gutersloh,10
Wind River Indian Reservation,10
Muhlheim am Main,10
Lunel,10
Yuanqu Basin,10
Kadima,10
Lubusz Region (Poland and Germany),10
Northampton County,10
Veisiejai,10
צווייבריקן,10
ווייקפילד,10
אתר המבחן בנבאדה,10
Kahnawake Indian Reserve,10
Berlin Region,10
Roosevelt County,10
אזור מקסיקו סיטי,10
Baluchistan,10
גולס,10
אתר פנינג',10
La Grange,10
Quito (Audiencia),10
גוסטינין,10
Sondershausen,10
Ataki,10
לה גרנג',10
מחוז הייל,10
באודינג שי,10
קאסר אל-כביר (לארצ'ה),10
קדש ברנע,10
נריוב,10
קירליאון,10
Rietavas,10
וולומין,10
Ndala,10
Williamson County,10
Sanandaj,10
גרייט בדווין,10
טונגרן,10
Jistebnice,10
טלמסוס (עיר קדומה),10
בלכטוב,10
Krosno,10
Sao Miguel Island,10
סבסטופול,10
Łęczyca,10
טהואקאן,10
מרידיאן,10
בז'ז'ין (ליד לודז'),10
מלינדי,10
Pannonia Region,10
Kuban River Valley (Georgia and Russia),10
Jequetepeque River Valley,10
סינלואה (מדינה),10
Wierzbnik,10
אסלוה,10
سهل بيت نقوفا,10
קדימה,10
איקיטוס,10
Sylt,10
Telmessos (Extinct city),10
ביג'נור,10
טקסקוקו דה מורה,10
מחוז ליווינגסטון,10
Gniewoszów (Radom),10
תל בית מרסים,10
איזניק,10
חאנום,10
Jaunpur (District),10
דלתון,10
מחוז נורת'המפטון,10
נווה ים,10
Neuilly-sur-Seine,10
אתר לאיטולי,10
منطقة موديعين,10
אסולו,10
ברנוב,10
Isthmía,10
שבי ציון,10
"Abu al-Kharaz, Tell",10
ז'נגז'ואו שי,10
Pittsburgh Metropolitan Area,10
בושרויה,10
Pinang Island (Pinang),10
הרי ווז',10
מיינינגן,10
שילה,10
Abronah,10
טשבין,10
Scheveningen,10
צפון השרון,10
אזור צפורי,10
Przedborz,10
Tierra del Fuego,10
מחוז קלינטון,10
Washoe County,10
Faenza,10
Tira,10
Volodymyr-Volynsʹkyĭ,10
אזור אמסטרדם,10
Pirot,10
En-Zetim,10
Magnesia ad Maeander (Extinct city),10
מנוסק,10
Terqa,10
ייסטבניצה,10
Quinua (Huamanga),10
Mexico City Region,10
Radom (Województwo Mazowieckie),10
אורניינבורג,10
מחוז גוניסון,10
Sār Site,10
Cherry Hill,10
Jupiter,10
סטוק,10
Allahabad,10
Diriomo (Municipio),10
Sokolka,10
Mali (Empire),10
עוצם,10
Guildford,10
Dunhuang Xian,10
קטוביץ (מחוז),10
ג'בל אבו אלת'ואב,10
Skagen,10
Sibundoy Valley,10
Kerman,10
Peace River Valley (B.C. and Alta.),10
Kafr Yasif,10
Meiningen,10
الشارقة,10
Petite Coast,10
Vendée,10
"Marmara, Sea of",10
קורלנד,10
סינגטוקה (מחוז מערב),10
Gunnison County,10
פואבלו,10
Manosque,10
מוקסוס,10
Aufsess,10
נאומבורג (סקסוניה-אנהלט),10
Ay Khānom,10
איליי,10
Kepno,10
אתר גבליין,10
Texcoco de Mora,10
Pontus,10
סיראף (עיר קדומה),10
צ'אנגצ'ון (ג'ילין שנג),10
Monongahela River Valley (W. Va. and Pa.),10
Bassai (Extinct city),10
Fresno,10
מידן,10
וישניבה,10
Lima Region,10
פילאי,10
בקסטון,10
West Riding of Yorkshire,10
ג'אונפור (מחוז),10
Petra,10
מחוז שמווה,10
הרי אלסקה,10
ווקיאו (אי),10
تارودانت,10
"Gerizim, Mount",10
Huasteca Region,10
Dahab,10
נסויז',10
Southern California Bight (Calif. and Mexico),10
ריטובה,10
עמק נהר מנטרו,10
מרקליברג,10
Novogrudok,10
Chidambaram,10
Ofra,10
Howland Island,10
בסאי (עיר קדומה),10
בן שמן (מושב),10
Tomaszow Lubelski,10
וסילקוב,10
קמפנו,10
סיפנוס,10
Savannah River Site,10
Bessarabia,10
Isle of Ely,10
Aunis,10
Barambai,10
גנייבושוב (ראדום),10
حولداه,10
Babylon,10
Mahdiyah,10
בלרט (ויקטוריה),10
Alisar Huyuk,10
Fort Berthold Indian Reservation,10
פנצברג,10
יודנבורג,10
Mestre,10
ים הטירני,10
Wolomin,10
מוינשט,10
Melos Island,10
Ghassul Site,10
בוכרה (אוזבקיסטן),10
Philae,10
בוכרה (אמירות),10
אזור אגם טיטיקקה (פרו ובוליביה),10
שווינציאן,10
Westerbork,10
Panama Canal,10
פאלץ-ניובורג (נסיכות),10
Vidzh,10
Porisov,10
עמק הרוהר,10
Moinesti,10
Bushrūyah,10
דמבלין,10
סננדאג',10
Mistelbach,10
نجران,10
Madeira,10
גבעת חיים,10
עברונה,10
Gols,10
אללהבאד,10
ארכיפלג טואמוטו,10
סרוצק (ורשה),10
"Samaria, Northern",10
מיכוב (מיכוב),10
פרימנטל (אוסטרליה המערבית),10
רוסיה המערבית,10
Yangyuan Xian,10
Ruhr valley,10
Lampung,10
מחוז דור,10
Noto,10
אזור פאנוניה,10
Schuylkill County,10
Singatoka (Western Division),10
ליג'יאנג שיאן,10
קואימברה,10
קפריבי,10
قلنسوة,10
קוטנו,10
Apollonia (Extinct city),10
Birmingham Region,10
Phlegraean Plain,10
Veitshöchheim,10
המפי,10
צ'רי היל,10
Netanya Region,10
מדינה דל קמפו,10
Taroudant,10
Kumaun,10
Ostrow Lubelski,10
ג'קסון הול,10
Kirghiz S.S.R.,10
Mishmar Hanegev,10
מחוז קורגן,10
מחוז רוברטסון,10
להבים,10
Kaduna State,10
Zolochiv,10
דרבהנגה,10
مجدو,10
ווייסנפלס,10
טול כרם (נפה),10
Fraser River Region,10
אגן היקוות נהר סן פדרו (מקסיקו ואריזונה),10
Kletsk,10
Mecklenburg,10
נסבר,10
Kharkivska oblast,10
Contra Costa County,10
קלושין,10
Vosges Mountains,10
בילגורי,10
Sac & Fox Nation of Missouri in Kansas and Nebraska,10
מחוז סנטר,10
עמדיה,10
Changchun (Jilin Sheng),10
Stok,10
Vinnytsia,10
דרעא (מחוז),10
Lijiang Xian,10
פרזנו,10
טומשוב לובלסקי,10
פוריסוב,10
جبال النقب,10
Neuchâtel,10
Courland,10
סטויסק,10
Břeclav (Okres),10
ווייט פליינס,10
אזור בירמינגהם,10
Oranienburg,10
Wroclaw (Voivodeship),10
Amsterdam Region,10
לוונוורט,10
Caprivi,10
קומאון,10
הרי ג'ורג'ורה,10
Dura,10
North Holland,10
פונטוס,10
Kursi (Extinct city),10
Warren,10
Prince William Sound Region,10
Shishmaref,10
קמפי פלגריי,10
Ghowr,10
Kinki Region,10
"Alberta, Northern",10
סאן-סור-יון,10
Zhengzhou Shi,10
מרלבורו,10
Tyrrhenian Sea,10
מחוז גוומבה,10
מהדיה,10
Karkom Mountain,10
אזור נהר פרייזר,10
דמופוליס,10
ברג (דוכסות),10
Revivim,10
Shamva District,10
Hampi,10
Pensacola,10
יוזפוב,10
Harrogate,10
"Argentina, Northwest",10
Wasilkow,10
كفر قاسم,10
Megara Hyblaea (Extinct city),10
סלנטו,10
Baranow Sandomierski,10
האטיי (מחוז),10
Jihlava,10
Mount Vernon (Estate),10
המכתש הקטן,10
פוסטוויל,10
וסטרבורק,10
מקלנבורג,10
מחוז וואשו,10
ואן (מחוז),10
نغبا,10
Hamm (North Rhine-Westphalia),10
בזדרוזיצה,10
Ise-shi,10
Red River Valley (Tex.-La.),10
מחוז ליג'יאנג,10
מדוראי (מחוז),10
קרוארו,10
Urkesh (Extinct city),10
סכוונינגן,10
עמק נהר הסון,10
ורונקי (פילה),10
טאבה,10
Belchatow,10
Bruce Peninsula,10
Vishneva,10
طيرة,10
אתר קואלו,10
موقع حبوبة الكبيرة,10
Szydłowiec,10
פטי קוט,10
Kosrae,10
Heilongjiang Sheng,10
מחוז צ'רצ'יל,10
Lemgo,10
אתר מידום,10
Yoho National Park,10
Bukhoro (Uzbekistan),10
Rolandia,10
Anti-Atlas Mountains,10
Hydra Island,10
לברנדה (עיר קדומה),10
Khanate of Bukhara,10
מערב רידינג של יורקשייר,10
קולורדו ספרינגס,10
בסרביה,10
Chattanooga,10
Moxos,10
Cedros Island,10
Shilo,10
אזור מודיעין,10
Eslohe,10
بن شيمن,10
אוגדן,10
Durham Region,10
Harod River,10
Frauenkirchen,10
סקלה,10
Coimbra,10
Trzebinia,10
Angkor (Extinct city),10
Enkomi Site,10
אופסס,10
פארק לאומי עמק המוות (קליפורניה ובנבאדה),10
באטל קריק,10
Khatyn,10
מחוז פטנם,10
זונדרסהאוזן,10
Broken Hill (N.S.W.),10
פוטומק,10
טאצ'וב (מחוז),10
"Florida, Straits of",10
לוניל,10
Arezzo (Province),10
Svanetia,10
Kaluszyn,10
Negros Island,10
ויטשוכהיים,10
מחוז סן מיגואל,10
כורסי (עיר קדומה),10
Umm al-Qaʻab,10
סאו מיגל,10
Kara Sea,10
Kladovo,10
"Russia, Western",10
הולונגה (אי טונגטפו),10
Modi'in Region,10
"צרפת, מזרח",10
Main River Valley,10
Markkleeberg,10
Great Bedwyn,10
"Sharon, Northern",10
ניו יורק מילס,10
چفعات برينر,10
Gebelein Site,10
Konya İli,10
Réunion,10
למפומג,10
Lingbao Shi,10
מאלי (אימפריה),10
Lijiang Shi,10
Karne Hittim,10
אגן היקוות נהר פלאט,10
פשדבוז,10
אזור גרופית,10
טרקה,10
Meridian,10
Powder River Basin (Wyo. and Mont.),10
קרוסנו,10
Me'arot River,10
סיביר צפון-מזרחית,10
"Kashmir, Vale of",10
מגנסיה (עיר עתיקה),10
לינגבאו שי,10
Motalʹ,10
טולצ'ין,10
אזור אשתמוע,10
Yenikapi,10
פינצ'וב,10
وادي تسين,10
אזור לימה,10
Siaya District,10
Kysis (Extinct city),10
הויג'ואו דיקו,10
Dar'a (Province),10
אזור הואסטקה,10
עמק נהר טהואקאן,10
Cazenovia,10
אדמקליסי,10
אגן היקוות נהר קלמת' (אורגון וקליפורניה),10
קינואה (הואמנגה),10
קזנוביה,10
Malindi,10
הרוגייט,10
Velia (Extinct city),10
Jarosław,10
Murboden,10
מחוז ברזל,10
למגו,10
דורא,10
Lepenski Vir Site,10
עמק נהר וואבאש,10
New York Mills,10
וורליץ,10
Nicolaś Ailío,10
Cologne (Regierungsbezirk),10
נצר סרני,10
Tachov (Okres),10
Coastal Bend,10
מחוז פייק,10
"תאילנד, מרכז",10
Pylypivka,10
"Alaska, Northwest",10
Gilboa,10
חולדה,10
